indicator,indicator_family,required
Generation|Percentile 25|Electricity|Liquids|Fossil|Others|Gas turbines|CCS,Percentile25_hourly_generation,False
Generation|Percentile 50|Electricity|Liquids|Fossil|Others|Gas turbines|CCS,Percentile50_hourly_generation,False
Final energy consumption|Heating|Water heating and cooking|Residential|Liquids|Bio,fuel_eff_emi_heating,False
Efficiency|Light Industries|Gases|Hydrogen,fuel_eff_emi_light_ind,True
Efficiency|Agriculture|Solid bio and waste|Waste,fuel_eff_emi_agr,False
Final energy consumption|Transportation|Road|Passenger|Liquids|Fossil|Gasoline,fuel_eff_emi_road,False
Efficiency|Transportation|Rail|Passenger|Liquids|P2L,fuel_eff_emi_rail,False
Efficiency|Transportation|Navigation|Freight|Liquids|Fossil|Others,fuel_eff_emi_nav,False
Final energy consumption|Heating|Water heating and cooking|Residential|Liquids|Bio|Diesel,fuel_eff_emi_heating,False
Final energy consumption|Heavy industries|Steel and metallic|Others|Solid bio and waste,fuel_eff_emi_heavy_ind,False
Final energy consumption|Transportation|Road|Passenger|Liquids|Fossil|Methanol,fuel_eff_emi_road,False
Efficiency|Transportation|Aviation|Passenger|Liquids|P2L,fuel_eff_emi_fly,False
Installed capacity|Electricity|Gas|Fossil|Natural Gas|Gas turbines|CCS,installed_capacity_supply,False
Generation|Yearly|Electricity|Gas|Fossil|Natural Gas|Gas turbines|CCS,yearly_generation_supply,False
Fuel consumption|Electricity|Gas|Fossil|Natural Gas|Gas turbines|CCS,fuel_consumption_supply,False
Emissions|Kyoto gases|Fossil CO2|Electricity|Gas|Fossil|Natural Gas|Gas turbines|CCS,emission_supply,False
Efficiency|Electricity|Gas|Fossil|Natural Gas|Gas turbines|CCS,efficiency_supply,False
Investments|Electricity|Gas|Fossil|Natural Gas|Gas turbines|CCS,investment_supply,False
Generation|Winter peak|Electricity|Gas|Fossil|Natural Gas|Gas turbines|CCS,winter_peak_hourly_generation,False
Generation|Summer peak|Electricity|Gas|Fossil|Natural Gas|Gas turbines|CCS,summer_peak_hourly_generation,False
Generation|Percentile 25|Electricity|Gas|Fossil|Natural Gas|Gas turbines|CCS,Percentile25_hourly_generation,False
Generation|Percentile 50|Electricity|Gas|Fossil|Natural Gas|Gas turbines|CCS,Percentile50_hourly_generation,False
Final energy consumption|Heating|Water heating and cooking|Residential|Liquids|Bio|Gasoline,fuel_eff_emi_heating,False
Final energy consumption|Heavy industries|Steel and metallic|Others|Solid bio and waste|Primary solid biomass,fuel_eff_emi_heavy_ind,False
Efficiency|Light Industries|Liquids|P2L,fuel_eff_emi_light_ind,True
Efficiency|Agriculture|Gases|Hydrogen,fuel_eff_emi_agr,True
Final energy consumption|Transportation|Road|Passenger|Liquids|Fossil|Others,fuel_eff_emi_road,False
Efficiency|Transportation|Rail|Passenger|Electricity,fuel_eff_emi_rail,False
Efficiency|Transportation|Navigation|Freight|Liquids|Bio|,fuel_eff_emi_nav,False
Final energy consumption|Heating|Water heating and cooking|Residential|Liquids|Bio|Methanol,fuel_eff_emi_heating,False
Final energy consumption|Heavy industries|Steel and metallic|Others|Solid bio and waste|Waste,fuel_eff_emi_heavy_ind,False
Efficiency|Transportation|Navigation|Freight|Liquids|Bio|Diesel,fuel_eff_emi_nav,False
Efficiency|Transportation|Aviation|Passenger|Electricity,fuel_eff_emi_fly,False
Installed capacity|Electricity|Liquids|Bio|Gas turbines|CCS,installed_capacity_supply,False
Generation|Yearly|Electricity|Liquids|Bio|Gas turbines|CCS,yearly_generation_supply,False
Fuel consumption|Electricity|Liquids|Bio|Gas turbines|CCS,fuel_consumption_supply,False
Emissions|Kyoto gases|Fossil CO2|Electricity|Liquids|Bio|Gas turbines|CCS,emission_supply,False
Efficiency|Electricity|Liquids|Bio|Gas turbines|CCS,efficiency_supply,False
Investments|Electricity|Liquids|Bio|Gas turbines|CCS,investment_supply,False
Generation|Winter peak|Electricity|Liquids|Bio|Gas turbines|CCS,winter_peak_hourly_generation,False
Generation|Summer peak|Electricity|Liquids|Bio|Gas turbines|CCS,summer_peak_hourly_generation,False
Generation|Percentile 25|Electricity|Liquids|Bio|Gas turbines|CCS,Percentile25_hourly_generation,False
Generation|Percentile 50|Electricity|Liquids|Bio|Gas turbines|CCS,Percentile50_hourly_generation,False
Final energy consumption|Heating|Water heating and cooking|Residential|Liquids|Bio|Others,fuel_eff_emi_heating,False
Efficiency|Light Industries|Gases|P2G,fuel_eff_emi_light_ind,True
Efficiency|Agriculture|Liquids|P2L,fuel_eff_emi_agr,True
Final energy consumption|Transportation|Road|Passenger|Gases|Fossil|Natural gas,fuel_eff_emi_road,True
Efficiency|Transportation|Rail|Freight|Liquids|Fossil,fuel_eff_emi_rail,False
Efficiency|Transportation|Navigation|Freight|Liquids|Bio|Gasoline,fuel_eff_emi_nav,False
Installed capacity|Electricity|Liquids|Bio|Diesel|Gas turbines|CCS,installed_capacity_supply,False
Generation|Yearly|Electricity|Liquids|Bio|Diesel|Gas turbines|CCS,yearly_generation_supply,False
Fuel consumption|Electricity|Liquids|Bio|Diesel|Gas turbines|CCS,fuel_consumption_supply,False
Emissions|Kyoto gases|Fossil CO2|Electricity|Liquids|Bio|Diesel|Gas turbines|CCS,emission_supply,False
Efficiency|Electricity|Liquids|Bio|Diesel|Gas turbines|CCS,efficiency_supply,False
Investments|Electricity|Liquids|Bio|Diesel|Gas turbines|CCS,investment_supply,False
Generation|Winter peak|Electricity|Liquids|Bio|Diesel|Gas turbines|CCS,winter_peak_hourly_generation,False
Generation|Summer peak|Electricity|Liquids|Bio|Diesel|Gas turbines|CCS,summer_peak_hourly_generation,False
Generation|Percentile 25|Electricity|Liquids|Bio|Diesel|Gas turbines|CCS,Percentile25_hourly_generation,False
Generation|Percentile 50|Electricity|Liquids|Bio|Diesel|Gas turbines|CCS,Percentile50_hourly_generation,False
Final energy consumption|Heating|Water heating and cooking|Residential|Gases|Bio,fuel_eff_emi_heating,False
Final energy consumption|Heavy industries|Steel and metallic|Others|Gases|Fossil|Natural Gas,fuel_eff_emi_heavy_ind,False
Efficiency|Transportation|Rail|Freight|Liquids|Fossil|Diesel,fuel_eff_emi_rail,False
Efficiency|Transportation|Navigation|Freight|Liquids|Bio|Methanol,fuel_eff_emi_nav,False
Efficiency|Transportation|Aviation|Freight|Liquids|Fossil,fuel_eff_emi_fly,False
Installed capacity|Electricity|Liquids|Bio|Gasoline|Gas turbines|CCS,installed_capacity_supply,False
Generation|Yearly|Electricity|Liquids|Bio|Gasoline|Gas turbines|CCS,yearly_generation_supply,False
Fuel consumption|Electricity|Liquids|Bio|Gasoline|Gas turbines|CCS,fuel_consumption_supply,False
Emissions|Kyoto gases|Fossil CO2|Electricity|Liquids|Bio|Gasoline|Gas turbines|CCS,emission_supply,False
Efficiency|Electricity|Liquids|Bio|Gasoline|Gas turbines|CCS,efficiency_supply,False
Investments|Electricity|Liquids|Bio|Gasoline|Gas turbines|CCS,investment_supply,False
Generation|Winter peak|Electricity|Liquids|Bio|Gasoline|Gas turbines|CCS,winter_peak_hourly_generation,False
Generation|Summer peak|Electricity|Liquids|Bio|Gasoline|Gas turbines|CCS,summer_peak_hourly_generation,False
Generation|Percentile 25|Electricity|Liquids|Bio|Gasoline|Gas turbines|CCS,Percentile25_hourly_generation,False
Generation|Percentile 50|Electricity|Liquids|Bio|Gasoline|Gas turbines|CCS,Percentile50_hourly_generation,False
Final energy consumption|Heating|Water heating and cooking|Residential|Gases|Bio|Biogas,fuel_eff_emi_heating,False
Efficiency|Light Industries|Electricity,fuel_eff_emi_light_ind,True
Efficiency|Agriculture|Gases|P2G,fuel_eff_emi_agr,True
Final energy consumption|Transportation|Road|Passenger|Liquids|Bio,fuel_eff_emi_road,True
Efficiency|Transportation|Rail|Freight|Liquids|Fossil|Gasoline,fuel_eff_emi_rail,False
Efficiency|Transportation|Navigation|Freight|Liquids|Bio|Others,fuel_eff_emi_nav,False
Efficiency|Transportation|Aviation|Freight|Liquids|Fossil|Diesel,fuel_eff_emi_fly,False
Installed capacity|Electricity|Liquids|Bio|Methanol|Gas turbines|CCS,installed_capacity_supply,False
Generation|Yearly|Electricity|Liquids|Bio|Methanol|Gas turbines|CCS,yearly_generation_supply,False
Fuel consumption|Electricity|Liquids|Bio|Methanol|Gas turbines|CCS,fuel_consumption_supply,False
Emissions|Kyoto gases|Fossil CO2|Electricity|Liquids|Bio|Methanol|Gas turbines|CCS,emission_supply,False
Efficiency|Electricity|Liquids|Bio|Methanol|Gas turbines|CCS,efficiency_supply,False
Investments|Electricity|Liquids|Bio|Methanol|Gas turbines|CCS,investment_supply,False
Generation|Winter peak|Electricity|Liquids|Bio|Methanol|Gas turbines|CCS,winter_peak_hourly_generation,False
Generation|Summer peak|Electricity|Liquids|Bio|Methanol|Gas turbines|CCS,summer_peak_hourly_generation,False
Generation|Percentile 25|Electricity|Liquids|Bio|Methanol|Gas turbines|CCS,Percentile25_hourly_generation,False
Generation|Percentile 50|Electricity|Liquids|Bio|Methanol|Gas turbines|CCS,Percentile50_hourly_generation,False
Final energy consumption|Heating|Water heating and cooking|Residential|Gases|Bio|Biomethane,fuel_eff_emi_heating,False
Final energy consumption|Heavy industries|Steel and metallic|Others|Liquids|P2L,fuel_eff_emi_heavy_ind,False
Efficiency|Light Industries|Electricity|Direct,fuel_eff_emi_light_ind,False
Final energy consumption|Transportation|Road|Passenger|Liquids|Bio|Diesel,fuel_eff_emi_road,False
Efficiency|Transportation|Rail|Freight|Liquids|Fossil|Methanol,fuel_eff_emi_rail,False
Efficiency|Transportation|Aviation|Freight|Liquids|Fossil|Gasoline,fuel_eff_emi_fly,False
Installed capacity|Electricity|Liquids|Bio|Others|Gas turbines|CCS,installed_capacity_supply,False
Generation|Yearly|Electricity|Liquids|Bio|Others|Gas turbines|CCS,yearly_generation_supply,False
Fuel consumption|Electricity|Liquids|Bio|Others|Gas turbines|CCS,fuel_consumption_supply,False
Emissions|Kyoto gases|Fossil CO2|Electricity|Liquids|Bio|Others|Gas turbines|CCS,emission_supply,False
Efficiency|Electricity|Liquids|Bio|Others|Gas turbines|CCS,efficiency_supply,False
Investments|Electricity|Liquids|Bio|Others|Gas turbines|CCS,investment_supply,False
Generation|Winter peak|Electricity|Liquids|Bio|Others|Gas turbines|CCS,winter_peak_hourly_generation,False
Generation|Summer peak|Electricity|Liquids|Bio|Others|Gas turbines|CCS,summer_peak_hourly_generation,False
Generation|Percentile 25|Electricity|Liquids|Bio|Others|Gas turbines|CCS,Percentile25_hourly_generation,False
Generation|Percentile 50|Electricity|Liquids|Bio|Others|Gas turbines|CCS,Percentile50_hourly_generation,False
Final energy consumption|Heating|Water heating and cooking|Residential|Solid bio and waste,fuel_eff_emi_heating,False
Efficiency|Light Industries|Electricity|Heat Pumps,fuel_eff_emi_light_ind,False
Efficiency|Agriculture|Electricity,fuel_eff_emi_agr,True
Final energy consumption|Transportation|Road|Passenger|Liquids|Bio|Gasoline,fuel_eff_emi_road,False
Efficiency|Transportation|Rail|Freight|Liquids|Fossil|Others,fuel_eff_emi_rail,False
Efficiency|Transportation|Navigation|Freight|Liquids|P2L,fuel_eff_emi_nav,False
Efficiency|Transportation|Aviation|Freight|Liquids|Fossil|Methanol,fuel_eff_emi_fly,False
Installed capacity|Electricity|Gases|Bio|Gas turbines|CCS,installed_capacity_supply,False
Generation|Yearly|Electricity|Gases|Bio|Gas turbines|CCS,yearly_generation_supply,False
Fuel consumption|Electricity|Gases|Bio|Gas turbines|CCS,fuel_consumption_supply,False
Emissions|Kyoto gases|Fossil CO2|Electricity|Gases|Bio|Gas turbines|CCS,emission_supply,False
Efficiency|Electricity|Gases|Bio|Gas turbines|CCS,efficiency_supply,False
Investments|Electricity|Gases|Bio|Gas turbines|CCS,investment_supply,False
Generation|Winter peak|Electricity|Gases|Bio|Gas turbines|CCS,winter_peak_hourly_generation,False
Generation|Summer peak|Electricity|Gases|Bio|Gas turbines|CCS,summer_peak_hourly_generation,False
Generation|Percentile 25|Electricity|Gases|Bio|Gas turbines|CCS,Percentile25_hourly_generation,False
Generation|Percentile 50|Electricity|Gases|Bio|Gas turbines|CCS,Percentile50_hourly_generation,False
Final energy consumption|Heating|Water heating and cooking|Residential|Solid bio and waste|Primary solid biomass,fuel_eff_emi_heating,False
Final energy consumption|Heavy industries|Steel and metallic|Others|Gases|P2G,fuel_eff_emi_heavy_ind,False
Efficiency|Agriculture|Electricity|Direct,fuel_eff_emi_agr,False
Final energy consumption|Transportation|Road|Passenger|Liquids|Bio|Methanol,fuel_eff_emi_road,False
Efficiency|Transportation|Aviation|Freight|Liquids|Fossil|Others,fuel_eff_emi_fly,False
Installed capacity|Electricity|Gases|Bio|Biogas|Gas turbines|CCS,installed_capacity_supply,False
Generation|Yearly|Electricity|Gases|Bio|Biogas|Gas turbines|CCS,yearly_generation_supply,False
Fuel consumption|Electricity|Gases|Bio|Biogas|Gas turbines|CCS,fuel_consumption_supply,False
Emissions|Kyoto gases|Fossil CO2|Electricity|Gases|Bio|Biogas|Gas turbines|CCS,emission_supply,False
Efficiency|Electricity|Gases|Bio|Biogas|Gas turbines|CCS,efficiency_supply,False
Investments|Electricity|Gases|Bio|Biogas|Gas turbines|CCS,investment_supply,False
Generation|Winter peak|Electricity|Gases|Bio|Biogas|Gas turbines|CCS,winter_peak_hourly_generation,False
Generation|Summer peak|Electricity|Gases|Bio|Biogas|Gas turbines|CCS,summer_peak_hourly_generation,False
Generation|Percentile 25|Electricity|Gases|Bio|Biogas|Gas turbines|CCS,Percentile25_hourly_generation,False
Generation|Percentile 50|Electricity|Gases|Bio|Biogas|Gas turbines|CCS,Percentile50_hourly_generation,False
Final energy consumption|Heating|Water heating and cooking|Residential|Solid bio and waste|Waste,fuel_eff_emi_heating,False
Efficiency|Light Industries|DHE,fuel_eff_emi_light_ind,True
Efficiency|Agriculture|Electricity|Heat Pumps,fuel_eff_emi_agr,False
Final energy consumption|Transportation|Road|Passenger|Liquids|Bio|Others,fuel_eff_emi_road,False
Efficiency|Transportation|Rail|Freight|Liquids|Bio|,fuel_eff_emi_rail,False
Efficiency|Transportation|Navigation|Liquids|Fossil,fuel_eff_emi_nav,True
Installed capacity|Electricity|Gases|Bio|Syngas|Gas turbines|CCS,installed_capacity_supply,False
Generation|Yearly|Electricity|Gases|Bio|Syngas|Gas turbines|CCS,yearly_generation_supply,False
Fuel consumption|Electricity|Gases|Bio|Syngas|Gas turbines|CCS,fuel_consumption_supply,False
Emissions|Kyoto gases|Fossil CO2|Electricity|Gases|Bio|Syngas|Gas turbines|CCS,emission_supply,False
Efficiency|Electricity|Gases|Bio|Syngas|Gas turbines|CCS,efficiency_supply,False
Investments|Electricity|Gases|Bio|Syngas|Gas turbines|CCS,investment_supply,False
Generation|Winter peak|Electricity|Gases|Bio|Syngas|Gas turbines|CCS,winter_peak_hourly_generation,False
Generation|Summer peak|Electricity|Gases|Bio|Syngas|Gas turbines|CCS,summer_peak_hourly_generation,False
Generation|Percentile 25|Electricity|Gases|Bio|Syngas|Gas turbines|CCS,Percentile25_hourly_generation,False
Generation|Percentile 50|Electricity|Gases|Bio|Syngas|Gas turbines|CCS,Percentile50_hourly_generation,False
Final energy consumption|Heavy industries|Steel and metallic|Others|Electricity,fuel_eff_emi_heavy_ind,False
Final energy consumption|Transportation|Road|Passenger|Gases|Bio|Biomethane,fuel_eff_emi_road,True
Efficiency|Transportation|Rail|Freight|Liquids|Bio|Diesel,fuel_eff_emi_rail,False
Efficiency|Transportation|Navigation|Liquids|Fossil|Diesel,fuel_eff_emi_nav,False
Efficiency|Transportation|Aviation|Freight|Liquids|Bio|,fuel_eff_emi_fly,False
Installed capacity|Electricity|Gases|Bio|Biomethane|Gas turbines|CCS,installed_capacity_supply,False
Generation|Yearly|Electricity|Gases|Bio|Biomethane|Gas turbines|CCS,yearly_generation_supply,False
Fuel consumption|Electricity|Gases|Bio|Biomethane|Gas turbines|CCS,fuel_consumption_supply,False
Emissions|Kyoto gases|Fossil CO2|Electricity|Gases|Bio|Biomethane|Gas turbines|CCS,emission_supply,False
Efficiency|Electricity|Gases|Bio|Biomethane|Gas turbines|CCS,efficiency_supply,False
Investments|Electricity|Gases|Bio|Biomethane|Gas turbines|CCS,investment_supply,False
Generation|Winter peak|Electricity|Gases|Bio|Biomethane|Gas turbines|CCS,winter_peak_hourly_generation,False
Generation|Summer peak|Electricity|Gases|Bio|Biomethane|Gas turbines|CCS,summer_peak_hourly_generation,False
Generation|Percentile 25|Electricity|Gases|Bio|Biomethane|Gas turbines|CCS,Percentile25_hourly_generation,False
Generation|Percentile 50|Electricity|Gases|Bio|Biomethane|Gas turbines|CCS,Percentile50_hourly_generation,False
Final energy consumption|Heating|Water heating and cooking|Residential|Gases|Hydrogen,fuel_eff_emi_heating,False
Efficiency|Agriculture|DHE,fuel_eff_emi_agr,True
Efficiency|Transportation|Rail|Freight|Liquids|Bio|Gasoline,fuel_eff_emi_rail,False
Efficiency|Transportation|Navigation|Liquids|Fossil|Gasoline,fuel_eff_emi_nav,False
Efficiency|Transportation|Aviation|Freight|Liquids|Bio|Diesel,fuel_eff_emi_fly,False
Final energy consumption|Heavy industries|Steel and metallic|Others|DHE,fuel_eff_emi_heavy_ind,False
Final energy consumption|Transportation|Road|Passenger|Gases|Hydrogen,fuel_eff_emi_road,True
Efficiency|Transportation|Rail|Freight|Liquids|Bio|Methanol,fuel_eff_emi_rail,False
Efficiency|Transportation|Navigation|Liquids|Fossil|Methanol,fuel_eff_emi_nav,False
Efficiency|Transportation|Aviation|Freight|Liquids|Bio|Gasoline,fuel_eff_emi_fly,False
Installed capacity|Electricity|Gases|Hydrogen|Gas turbines|CCS,installed_capacity_supply,False
Generation|Yearly|Electricity|Gases|Hydrogen|Gas turbines|CCS,yearly_generation_supply,False
Fuel consumption|Electricity|Gases|Hydrogen|Gas turbines|CCS,fuel_consumption_supply,False
Emissions|Kyoto gases|Fossil CO2|Electricity|Gases|Hydrogen|Gas turbines|CCS,emission_supply,False
Efficiency|Electricity|Gases|Hydrogen|Gas turbines|CCS,efficiency_supply,False
Investments|Electricity|Gases|Hydrogen|Gas turbines|CCS,investment_supply,False
Generation|Winter peak|Electricity|Gases|Hydrogen|Gas turbines|CCS,winter_peak_hourly_generation,False
